434771.0,354551.0
434700.9062490463,354689.2187485695
434637.1562561989,354845.4999933243
434591.1875090599,355046.2812194824
434584.7500047684,355158.18750953674
434580.4062566757,355280.99997138977
434577.3125014305,355400.7187614441
434579.3750009537,355551.5937576294
434587.3750052452,355726.4062652588
434606.1250052452,355891.2500152588
434633.87500858307,356087.9999885559
434661.25000333786,356262.43741607666
434692.7187523842,356439.0624771118
434732.3124996424,356643.12493896484
434757.37499958277,356810.12494659424
434771.0624999986,357002.8123626709
434776.6562498212,357161.5625152588
434778.1249999106,357312.1562728882
434783.28124946356,357486.49995422363
434780.687499702,357628.3124694824
434771.8124999702,357790.1872406006
434755.7499996424,357931.3436279297
434742.68750166893,358074.59352111816
434722.5000015497,358247.09375
434699.90625,358397.6247558594
434672.8124997616,358548.8748321533
434629.59375,358739.37509155273
434581.0937485695,358912.87477111816
434513.1250104904,359127.5312194824
434441.8125114441,359319.90602111816
434344.37498664856,359550.8748779297
434245.1562843323,359753.3124694824
434112.56250953674,359989.1561279297
433987.93749427795,360188.9062652588
433817.8125343323,360413.06245422363
433646.65631866455,360575.40605163574
433435.31255340576,360723.5311279297
433256.9375,360819.53103637695
433087.2187576294,360892.7812347412
432901.5938720703,360959.81271362305
432756.2813720703,361006.1872253418
432618.93758392334,361044.03131103516
432472.7499923706,361076.56228637695
432357.6563796997,361094.40591430664
432253.46879577637,361109.4686279297
432133.2188568115,361123.0001220703
432024.6251068115,361130.3746948242
431915.00005340576,361134.5624694824
431787.87507629395,361143.4995422363
431682.03134155273,361153.3124694824
431551.28144836426,361166.7814025879
431433.59384155273,361176.6248474121
431293.56240844727,361185.15603637695
431171.59394836426,361187.34338378906
431058.81242370605,361188.0307922363
430936.96870422363,361188.8746032715
430835.93759155273,361191.0001525879
430734.18740844727,361192.81213378906
430630.1564178467,361195.34356689453
430505.06257629395,361198.84393310547
430387.87507629395,361201.09384155273
430260.25018310547,361203.6557922363
430125.4689178467,361207.93740844727
429980.31243896484,361213.3435974121
429833.7502441406,361220.62509155273
429646.8125305176,361229.2814025879
429476.46875,361236.21881103516
429300.00009155273,361240.93759155273
429125.90646362305,361241.625
428955.5314025879,361242.81213378906
428791.0939178467,361244.40591430664
428632.9689941406,361243.4369812012
428479.5624694824,361244.4997558594
428308.6251220703,361245.75021362305
428165.2817687988,361246.99990844727
428031.4064941406,361248.71881103516
427908.56256103516,361248.15576171875
427795.21875,361247.2501525879
427689.93768310547,361243.3126220703
427517.96884155273,361234.24966430664
427372.9691467285,361223.15576171875
427210.5317077637,361216.7814025879
427037.3749694824,361213.90588378906
426860.4691467285,361217.84341430664
426679.8752746582,361232.43768310547
426484.9060974121,361258.3745727539
426382.5936279297,361274.7495422363
426271.1251220703,361294.06259155273
426161.0001525879,361315.74990844727
426053.09381103516,361338.0307922363
425944.8441467285,361362.8438720703
425834.21868896484,361388.59384155273
425711.4998779297,361420.7807312012
425597.5312194824,361450.65591430664
425477.15615844727,361486.6872558594
425353.74993896484,361527.34353637695
425222.4060974121,361575.1874694824
425087.1880493164,361628.93731689453
424949.7498474121,361685.0621948242
424788.0623779297,361760.9060058594
424653.37533569336,361823.6249694824
424517.5316772461,361888.43743896484
424388.000579834,361948.9995727539
424258.7815246582,362007.0935974121
424126.68771362305,362061.25009155273
423998.156829834,362113.9684448242
423871.0,362167.0934448242
423744.250579834,362222.7498779297
423616.53146362305,362280.9369812012
423492.8437194824,362343.1562194824
423373.84423828125,362404.7811279297
423232.5936279297,362476.9376525879
423116.2812194824,362537.03134155273
423002.12564086914,362597.1250305176
422891.68786621094,362653.12478637695
422783.6251220703,362708.6560974121
422678.2814941406,362761.4682922363
422570.2500305176,362818.3126220703
422459.2499694824,362877.7189025879
422341.0630187988,362939.9373779297
422218.6875305176,363005.6875
422092.15631103516,363073.59368896484
421957.90643310547,363140.8750305176
421797.06353759766,363223.7813720703
421652.75048828125,363302.21841430664
421504.1558227539,363384.87451171875
421350.7821044922,363474.87466430664
421221.06256103516,363550.405670166
421061.3121948242,363634.1245422363
420904.96911621094,363712.21826171875
420755.8434448242,363785.3437194824
420613.9382324219,363851.6248474121
420480.9060058594,363907.65588378906
420353.0007324219,363955.4059753418
420236.56243896484,363998.843170166
420125.1259765625,364036.09368896484
420023.40631103516,364067.0934448242
419924.31268310547,364094.06259155273
419725.0313720703,364141.9683227539
419611.8752441406,364166.56243896484
419497.8127441406,364192.5626525879
419381.18829345703,364217.6244506836
419266.7504272461,364240.9688720703
419151.1254272461,364263.90588378906
419050.3746948242,364287.71875
418920.93743896484,364309.780670166
418784.1881713867,364338.6564025879
418643.7508544922,364367.03088378906
418486.7196044922,364399.8121032715
418346.84381103516,364431.7182312012
418172.59454345703,364473.28088378906
417989.78204345703,364525.4682312012
417804.1253051758,364582.8748474121
417622.5319824219,364645.96841430664
417468.84393310547,364702.84326171875
417282.1877441406,364779.71856689453
417099.3752441406,364863.1871948242
416930.65728759766,364951.59356689453
416784.3758544922,365042.06216430664
416672.18865966797,365128.3124694824
416593.28240966797,365203.0309448242
416467.7498779297,365340.74990844727
416365.8440551758,365466.78063964844
416267.93756103516,365603.49938964844
416156.6246948242,365757.3751220703
416092.81243896484,365842.99981689453
415962.6564941406,366013.90588378906
415883.3748779297,366115.34326171875
