S,T,R,A,I,G,H,T
454428.437538147,327997.68730163574
454401.96868896484,328245.5625152588
454368.34365844727,328545.84365844727
454330.84365844727,328885.56228637695
454299.53119277954,329192.03125
454266.2812423706,329508.9372253418
454233.0624771118,329806.4683532715
454208.03119659424,330078.3433532715
454187.53120422363,330320.71853637695
454166.90618515015,330545.2813720703
454146.49993896484,330756.6247558594
454127.46870040894,330949.65606689453
454104.12494659424,331181.6247558594
454075.0937652588,331473.68713378906
454046.1875152588,331781.09375
454015.7812309265,332120.56213378906
453986.3749694824,332460.0312805176
453956.65618896484,332803.155670166
453923.4999847412,333185.2182006836
453886.2812232971,333607.1244812012
453850.71870803833,333997.90588378906
453811.0937309265,334412.78091430664
453770.5000114441,334823.8122558594
453726.9062232971,335254.24896240234
453677.84368515015,335724.3753051758
453625.0624847412,336215.09338378906
453572.68745422363,336688.125
453519.65624809265,337153.4051513672
453464.6249961853,337624.43786621094
453410.09375572205,338129.7494506836
453363.8124656677,338660.3433227539
453321.71875953674,339176.6564941406
453281.24997138977,339671.5936279297
453243.9062309265,340118.74938964844
453197.8437614441,340626.68701171875
453146.2499809265,341161.8753051758
453092.6249933243,341701.8426513672
453046.437497139,342167.5622558594
452997.9062509537,342651.46881103516
452953.9687347412,343119.2498779297
452906.1249923706,343538.31268310547
452858.1250023842,343987.28118896484
452813.6874985695,344393.59375
452764.18749809265,344844.5932006836
452716.4062500745,345287.5939941406
452663.62500309944,345794.1552734375
452618.4062552452,346246.9674682617
452573.125,346723.24920654297
452534.15625810623,347152.2180175781
452496.12500190735,347576.8746948242
452456.5000009537,348023.0310058594
452411.1562681198,348536.3732910156
452369.2500066757,349013.90625
452328.5000038147,349468.2794189453
452283.3125305176,349947.7166748047
452240.4999923706,350380.59326171875
452189.1250324249,350875.3106689453
452138.31250190735,351357.37548828125
452080.9375,351908.2177734375
452021.5937805176,352482.4365234375
451960.5312538147,353077.1569824219
451899.6250343323,353675.4357910156
451838.03131103516,354286.0314941406
451784.4687652588,354821.6882324219
451733.4687423706,355335.4669189453
451684.9374961853,355829.71740722656
451638.3437347412,356306.9055175781
451593.40631484985,356769.75036621094
451549.6875,357223.43688964844
451506.1562728882,357677.12341308594
451463.8750267029,358120.3729248047
451415.5937385559,358629.3115234375
451371.8750190735,359093.4991455078
451326.8437576294,359575.12451171875
