unixTime,stdTime,AUTO,Trust_Controller_ON,position_x,position_y,speed,orientation,obstacleIndex,roadCondition,pilotState,pilotFocus,pilotPerformance,pilotUsage,pilotTrustEstimate
1576772330.3555584,11:18:50:355558 AM 12-19-2019,False,True,0.0009374999790452421,0.0,3.6210678899806226e-08,-1.985333411514748,0,curvy,calib,0.0,0,0.0,0.0
1576772330.4591146,11:18:50:459114 AM 12-19-2019,False,True,0.0009374999790452421,0.0037499999161809683,1.3342625607037917e-05,-1.985297501660675,0,curvy,calib,0.0,0,0.0,0.0
1576772330.5609787,11:18:50:560978 AM 12-19-2019,False,True,0.0009374999790452421,0.0037499999161809683,-9.736495485412888e-06,-1.9852975000608575,0,curvy,calib,0.0,0,0.0,0.0
1576772330.6635401,11:18:50:663540 AM 12-19-2019,True,True,0.0009374999790452421,0.0037499999161809683,-4.440468728716951e-06,-1.9852975012314387,0,curvy,calib,0.0,0,0.010591005469456141,0.0
1576772330.7656727,11:18:50:765672 AM 12-19-2019,True,True,0.0009374999790452421,0.003124999813735485,-0.0006264162948355079,-1.9852526915932895,0,curvy,calib,0.0,0,0.04654949839774918,0.0
1576772330.8668485,11:18:50:866848 AM 12-19-2019,True,True,-0.0009374999790452421,-0.0021875000093132257,0.12255080044269562,-1.9849396912597677,0,curvy,calib,0.0,0,0.07983721881003074,0.0
1576772330.9678094,11:18:50:967809 AM 12-19-2019,True,True,-0.0078125,-0.02031249925494194,0.3750290870666504,-1.9839625407120702,0,curvy,calib,0.0,0,0.11036174160790262,0.0
1576772331.069622,11:18:51:069622 AM 12-19-2019,True,True,-0.027499999850988388,-0.07062499970197678,0.7001404166221619,-1.9818371386906266,0,curvy,calib,0.0,0,0.13931061772467387,0.0
1576772331.1708028,11:18:51:170803 AM 12-19-2019,True,True,-0.059687498956918716,-0.15312500298023224,1.0218578577041626,-1.9789882079332348,0,curvy,calib,0.0,0,0.16653389447463918,0.0
1576772331.2730715,11:18:51:273071 AM 12-19-2019,True,True,-0.09718749672174454,-0.24937500059604645,1.299409031867981,-1.9754612975894057,0,curvy,calib,0.0,0,0.19218923986410194,0.0
1576772331.374804,11:18:51:374803 AM 12-19-2019,True,True,-0.15156249701976776,-0.3893750011920929,1.619126558303833,-1.971890632394666,0,curvy,calib,0.0,0,0.21665916552121192,0.0
1576772331.47592,11:18:51:475919 AM 12-19-2019,True,True,-0.2293749898672104,-0.5868749618530273,1.9852083921432495,-1.9678716522053041,0,curvy,calib,0.0,0,0.24196153521716174,0.0
1576772331.578236,11:18:51:578236 AM 12-19-2019,True,True,-0.29781249165534973,-0.7949999570846558,2.3068292140960693,-1.9627821771500038,0,curvy,calib,0.0,0,0.2633094990991379,0.0
1576772331.679714,11:18:51:679714 AM 12-19-2019,True,True,-0.3878124952316284,-0.9946874976158142,2.5803170204162598,-1.9589527766331536,0,curvy,calib,0.0,0,0.28328983717716616,0.0
1576772331.7812881,11:18:51:781288 AM 12-19-2019,True,True,-0.4909375011920929,-1.2578125,2.8977980613708496,-1.9557795607875326,0,curvy,calib,0.0,0,0.3017560308256777,0.0
1576772331.882659,11:18:51:882659 AM 12-19-2019,True,True,-0.606249988079071,-1.552187442779541,3.218014717102051,-1.9528748855234523,0,curvy,calib,0.0,0,0.32019377970511453,0.0
1576772331.9841926,11:18:51:984192 AM 12-19-2019,True,True,-0.714062511920929,-1.829687476158142,3.4933395385742188,-1.9503121379445394,0,curvy,calib,0.0,0,0.33732403761820934,0.0
1576772332.0859566,11:18:52:085956 AM 12-19-2019,True,True,-0.8509374856948853,-2.1840624809265137,3.8138539791107178,-1.9472084620285193,0,curvy,calib,0.0,0,0.3537013583852906,0.0
1576772332.187147,11:18:52:187147 AM 12-19-2019,True,True,-0.9990624785423279,-2.5690624713897705,4.135526180267334,-1.943998696377805,0,curvy,calib,0.0,0,0.36887303999644283,0.0
1576772332.2887526,11:18:52:288752 AM 12-19-2019,True,True,-1.1596875190734863,-2.927812337875366,4.413655757904053,-1.9412952435982018,0,curvy,calib,0.0,0,0.3855662327643858,0.0
1576772332.3899443,11:18:52:389944 AM 12-19-2019,True,True,-1.3312499523162842,-3.4343748092651367,4.779150485992432,-1.9404327341984193,0,curvy,calib,0.0,0,0.399295134250583,0.0
1576772332.4913073,11:18:52:491307 AM 12-19-2019,True,True,-1.4862499237060547,-3.836562395095825,5.057039737701416,-1.9399114943439528,0,curvy,calib,0.0,0,0.4125429326522795,0.0
1576772332.5931375,11:18:52:593137 AM 12-19-2019,True,True,-1.684999942779541,-4.351874828338623,5.388565540313721,-1.939261155642675,0,curvy,calib,0.0,0,0.42508442943822844,0.0
1576772332.6943042,11:18:52:694304 AM 12-19-2019,True,True,-1.8899999856948853,-4.884999752044678,5.73013162612915,-1.9387466884631226,0,curvy,calib,0.0,0,0.4373730676967541,0.0
1576772332.7957296,11:18:52:795729 AM 12-19-2019,True,True,-2.081249952316284,-5.375624656677246,6.015684127807617,-1.9401954839742257,0,curvy,calib,0.0,0,0.4490911766200153,0.0
1576772332.896718,11:18:52:896718 AM 12-19-2019,True,True,-2.3503124713897705,-5.973437309265137,6.320323944091797,-1.942468760161953,0,curvy,calib,0.0022477716156914553,0,0.4617410998720627,0.0
1576772332.9988194,11:18:52:998819 AM 12-19-2019,True,True,-2.5625,-6.599687576293945,6.697060585021973,-1.9448043826053771,0,curvy,calib,0.002204502284692201,0,0.4725070149252949,0.0
1576772333.1013975,11:18:53:101397 AM 12-19-2019,True,True,-2.8315625190734863,-7.276562213897705,6.997654438018799,-1.9472651272483597,0,curvy,calib,0.013571865689616658,0,0.48266502347109613,0.0
1576772333.203108,11:18:53:203108 AM 12-19-2019,True,True,-3.08062481880188,-7.889999866485596,7.299377918243408,-1.9523809663848577,0,curvy,calib,0.031319191333098295,0,0.49278785175798534,0.0
1576772333.3043354,11:18:53:304335 AM 12-19-2019,True,True,-3.388437509536743,-8.63687515258789,7.656009197235107,-1.9580674754827774,0,curvy,calib,0.04804297954787826,0,0.502063747795861,0.0
1576772333.4055836,11:18:53:405583 AM 12-19-2019,True,True,-3.664687395095825,-9.298749923706055,7.956380844116211,-1.9630021758048546,0,curvy,calib,0.05962294097513,0,0.5124323450685555,0.0
1576772333.5079749,11:18:53:507975 AM 12-19-2019,True,True,-4.012187480926514,-10.114686965942383,8.30449390411377,-1.9693023245415526,0,curvy,calib,0.07265920281054393,0,0.521222094053394,0.0
1576772333.6107452,11:18:53:610745 AM 12-19-2019,True,True,-4.325624942779541,-10.9556245803833,8.66222858428955,-1.979889993249435,0,curvy,calib,0.08798856477011624,0,0.5295646668116195,0.0
1576772333.7134347,11:18:53:713434 AM 12-19-2019,True,True,-4.718437194824219,-11.711874961853027,8.973301887512207,-1.9876606996940713,0,curvy,calib,0.08984376887532051,0,0.5381294346963269,0.0
1576772333.814587,11:18:53:814587 AM 12-19-2019,True,True,-5.071875095367432,-12.4868745803833,9.28056526184082,-1.9963436123483935,0,curvy,calib,0.09037014521311192,0,0.5459742945055234,0.0
1576772333.915659,11:18:53:915659 AM 12-19-2019,True,True,-5.512812614440918,-13.420937538146973,9.647417068481445,-2.0085083481317128,0,curvy,calib,0.09500316143447465,0,0.5537999460671563,0.0
1576772334.0176196,11:18:54:017619 AM 12-19-2019,True,True,-5.920937538146973,-14.264687538146973,9.965781211853027,-2.019224724022697,0,curvy,calib,0.09822852903204843,0,0.5614183509688079,0.0
1576772334.1186142,11:18:54:118614 AM 12-19-2019,True,True,-6.349999904632568,-15.125624656677246,10.283522605895996,-2.0310636742432426,0,curvy,calib,0.09870713388812838,0,0.5684251621046591,0.0
1576772334.2197604,11:18:54:219760 AM 12-19-2019,True,True,-6.871874809265137,-16.142499923706055,10.657344818115234,-2.04448489290652,0,curvy,calib,0.1007719524011569,0,0.5760363413603663,0.0
1576772334.3219676,11:18:54:321967 AM 12-19-2019,True,True,-7.350625038146973,-17.19906234741211,11.031338691711426,-2.0589782696023144,0,curvy,calib,0.10259105271562881,0,0.5826105128040214,0.0
1576772334.42304,11:18:54:423052 AM 12-19-2019,True,True,-7.939062118530273,-18.123437881469727,11.355481147766113,-2.072247756607154,0,curvy,calib,0.1046084298537126,0,0.5889922750156357,0.0
1576772334.524117,11:18:54:524116 AM 12-19-2019,True,True,-8.484062194824219,-19.08687400817871,11.68322467803955,-2.0865262463763883,0,curvy,calib,0.10667841835208713,0,0.5952226011777418,0.0
1576772334.625632,11:18:54:625631 AM 12-19-2019,True,True,-9.0571870803833,-20.069374084472656,12.007150650024414,-2.1010705919631274,0,curvy,calib,0.10679803858871435,0.15209259381608922,0.6012333266531651,0.0
1576772334.7270722,11:18:54:727072 AM 12-19-2019,True,True,-9.75624942779541,-21.2237491607666,12.3179292678833,-2.116311212545064,0,curvy,calib,0.10998610871046621,0.15209259381608922,0.6080373037808636,0.0
1576772334.8284554,11:18:54:828455 AM 12-19-2019,True,True,-10.38124942779541,-22.218124389648438,12.65516471862793,-2.1329938461318836,0,curvy,calib,0.11192687531274009,0.15209259381608922,0.6137370034934135,0.0
1576772334.930367,11:18:54:930366 AM 12-19-2019,True,True,-11.164374351501465,-23.41874885559082,12.955562591552734,-2.1548114424015647,0,curvy,calib,0.11597839002116973,0.15209259381608922,0.619302941963203,0.0
1576772335.031945,11:18:55:031944 AM 12-19-2019,True,True,-11.859375,-24.44562530517578,13.17392635345459,-2.171000645457745,0,curvy,calib,0.11771788670818188,0.15209259381608922,0.6246388367481752,0.0
1576772335.1331444,11:18:55:133144 AM 12-19-2019,True,True,-12.581250190734863,-25.474687576293945,13.354864120483398,-2.1881866627548447,0,curvy,calib,0.11945496011216938,0.15209259381608922,0.6300668813993486,0.0
1576772335.2349837,11:18:55:234983 AM 12-19-2019,True,True,-13.323124885559082,-26.494686126708984,13.49700927734375,-2.206224267421999,0,curvy,calib,0.1210566824263922,0.15209259381608922,0.6350435995522395,0.0
1576772335.3360674,11:18:55:336067 AM 12-19-2019,True,True,-14.230937004089355,-27.6953125,13.620206832885742,-2.2264384167588385,0,curvy,calib,0.1227323036389017,0.15209259381608922,0.639975234951874,0.0
1576772335.4375172,11:18:55:437517 AM 12-19-2019,True,True,-15.166874885559082,-28.716875076293945,13.69609546661377,-2.2433844065687296,0,curvy,calib,0.12409740853287923,0.15209259381608922,0.6454421747618881,0.0
1576772335.5396962,11:18:55:539696 AM 12-19-2019,True,True,-15.992499351501465,-29.89874839782715,13.755331993103027,-2.261405952069983,0,curvy,calib,0.12554383714804052,0.15209259381608922,0.6501487519244752,0.0
1576772335.6411946,11:18:55:641194 AM 12-19-2019,True,True,-16.833436965942383,-30.8984375,13.792508125305176,-2.2774632583535412,0,curvy,calib,0.12548203755635615,0.15209259381608922,0.6546573331049612,0.0
1576772335.742283,11:18:55:742283 AM 12-19-2019,True,True,-17.691875457763672,-31.893123626708984,13.817293167114258,-2.290483977715884,0,curvy,calib,0.12691599782060858,0.15209259381608922,0.6592044680168752,0.0
1576772335.8430326,11:18:55:843032 AM 12-19-2019,True,True,-18.568750381469727,-32.87937545776367,13.819262504577637,-2.3058318028027425,0,curvy,calib,0.12825296152813692,0.15209259381608922,0.663455737122074,0.0
1576772335.9448433,11:18:55:944843 AM 12-19-2019,True,True,-19.606874465942383,-34.018123626708984,13.849685668945312,-2.3169562554037877,0,curvy,calib,0.1297262859172626,0.15209259381608922,0.6676790439905073,0.0
1576772336.0459025,11:18:56:045902 AM 12-19-2019,True,True,-20.5049991607666,-34.97687530517578,13.858186721801758,-2.3287784139354826,0,curvy,calib,0.13095317188551248,0.15209259381608922,0.6719006015860116,0.0
1576772336.1472576,11:18:56:147257 AM 12-19-2019,True,True,-21.41781234741211,-35.928749084472656,13.865549087524414,-2.3402123994010977,0,curvy,calib,0.13530745066929345,0.15209259381608922,0.6758865274803012,0.0
1576772336.2488809,11:18:56:248881 AM 12-19-2019,True,True,-22.33968734741211,-36.87312316894531,13.850038528442383,-2.351052727589456,0,curvy,calib,0.1352222803288625,0.15209259381608922,0.6798230361466188,0.0
1576772336.3498223,11:18:56:349822 AM 12-19-2019,True,True,-23.433124542236328,-37.96656036376953,13.876320838928223,-2.361135699752424,0,curvy,calib,0.13660682479817998,0.15209259381608922,0.6836677552069772,0.0
1576772336.451963,11:18:56:451963 AM 12-19-2019,True,True,-24.530311584472656,-39.045623779296875,13.880355834960938,-2.368620617054079,0,curvy,calib,0.1388474782659681,0.15209259381608922,0.6879247082042365,0.0
1576772336.554342,11:18:56:554342 AM 12-19-2019,True,True,-25.48843765258789,-39.96999740600586,13.885869979858398,-2.3777917286896866,0,curvy,calib,0.1386383825114379,0.15209259381608922,0.6915317576710086,0.0
1576772336.6553485,11:18:56:655348 AM 12-19-2019,True,True,-26.456562042236328,-40.891563415527344,13.890137672424316,-2.3843010586128313,0,curvy,calib,0.14081607800371354,0.15209259381608922,0.6951070837906548,0.0
1576772336.7581449,11:18:56:758144 AM 12-19-2019,True,True,-27.432186126708984,-41.80781173706055,13.894651412963867,-2.3906660201589447,0,curvy,calib,0.1406071073282914,0.15209259381608922,0.698545773703326,0.0
